id,subject,exam_no,question_text,created_at,type_of_ac,kategori
3c12a58d-f0ee-45b1-9f05-aa099a3ea308,INITIAL,1,What is the device which manages all audio from all communication systems,2026-02-27 04:06:24.949351+00,B777-300 ER,Airframe & Powerplant
3c193d56-6df8-48ed-a5b7-e36e08432e55,INITIAL,1,What is right concerning the cargo fire protection system,2026-02-23 02:22:35.165727+00,B737-800 NG,Airframe & Powerplant
3c231bd3-d271-499e-93c5-eac9af6f2bb8,INITIAL,1,During engine starting the starterand ignition will automatically cut off due to operation of a switch located in the,2026-02-23 02:22:37.200408+00,B737-800 NG,Airframe & Powerplant
3c2563b7-1daf-4284-9fe5-8dd5d493602f,INITIAL,1,For EEC operation,2026-02-23 02:22:37.674398+00,B737-800 NG,Airframe & Powerplant
3c481129-7cc3-410a-a500-74a6b3acfb4f,INITIAL,1,What happens when the IR 1 P/B is set to OFF ?,2026-02-23 02:21:55.516933+00,Airbus A330-Series,Airframe & Powerplant
3c679941-8977-4d31-8aff-28613cd3ab3f,INITIAL,1,How do you stop all electrical operation of the stabilizer trim?,2026-02-23 02:22:29.087298+00,B737-800 NG,Airframe & Powerplant
3c6a84fa-f886-4439-a392-617b2208a906,INITIAL,1,When does the Maintenance Procedure (M) in the MEL should be performed by the Certifyng Staff ?,2026-02-23 02:49:11.936183+00,All Aircraft,REGULASI
3c9c446d-aedd-44f1-9611-d119d66c85aa,INITIAL,1,What is the maintenance recording responsibility of the person who complies with an Airworthiness Directive ?,2026-02-23 02:49:03.267879+00,All Aircraft,REGULASI
3ced3a91-9f8a-4235-883b-91d6689bdfa1,INITIAL,1,"What is the repair clasification if cannot be done by elementary operations or if improperly done, might appreciably affect weight and balance, structural strength, performance, power plant operation, flight characteristics, or other qualities affecting airworthiness ?",2026-02-23 02:48:59.613834+00,All Aircraft,REGULASI
3d20e365-b8dd-4afd-88bb-4897bce8419f,INITIAL,1,"The Nl speed sensor is a tripple sensor comprising three independent monopole circuits and outputs. Two N1 speed signal's, one for each channel is send to the EEC. The third signal send to;",2026-02-23 02:22:39.87449+00,B737-800 NG,Airframe & Powerplant
3d5de503-c303-4e82-ba11-114df59a157f,INITIAL,1,The ADU (Air Drive Unit) heaters,2026-02-27 04:10:49.019826+00,B777-300 ER,Electric & Avionic
3d8140d0-4f20-4dc9-ac16-97940b3f900f,INITIAL,1,In which case will the Ram Air Turbine (RAT) automatically pressurize the green system?,2026-02-23 02:21:46.336565+00,Airbus A330-Series,Airframe & Powerplant
3d8f322d-76cc-4a12-bc89-996cbc8d85ba,INITIAL,1,"With two engines operating, changes the engine thrust limit to the FMC selected climbnthrust.",2026-02-23 02:23:37.840987+00,B777-300 ER,Airframe & Powerplant
3dd20fcd-5f90-4865-88b6-3dc8a1b2015c,INITIAL,1,During Flight the Elevator Tab control mechanism is controlled by ?,2026-02-23 02:22:45.023365+00,B737-800 NG,Airframe & Powerplant
3df13abb-6824-482c-b706-e2061015bce8,INITIAL,1,The green AVAIL light in the DC PWR push button illuminates when :,2026-02-23 02:46:58.691984+00,ATR72,Electric & Avionic
3df8d564-9c4c-43ce-b4f6-bef7af46a498,INITIAL,1,Where is the ground lock safety pin install for MLG ?,2026-02-23 02:23:56.161061+00,CRJ1000,Airframe & Powerplant
3e3f9bef-7db7-4090-a822-1a2ca243c504,INITIAL,1,What is the function of Intervention Switch Mode ?,2026-02-23 02:23:26.064446+00,B737-MAX,Electric & Avionic
3e63340e-805e-441b-9989-71d537e30ec4,INITIAL,1,In which case an aircraft can fly without a valid Certificate of Airworthiness?,2026-02-23 02:24:11.693161+00,All Aircraft,REGULASI
3e65fb7a-52bc-4052-b6de-cb11f006da94,INITIAL,1,Where is the location of ILS receiver :,2026-02-23 02:22:57.192596+00,B737-800 NG,Electric & Avionic
3e6c851f-2d11-441a-bcfc-1344b71f1df9,INITIAL,1,Transitiom from approach idle to ground idle is delayed 5 second after touch down. That function is for:,2026-02-23 02:22:41.302197+00,B737-800 NG,Airframe & Powerplant
3e74cbdf-7a64-4619-8324-03a0190757ad,INITIAL,1," What switch position when hydraulic pumps IB and 2B will operate when they are powered, the flaps are not at zero, and the generator on the opposite side engine is operating?",2026-02-23 02:23:57.868605+00,CRJ1000,Airframe & Powerplant
3e7b5f5c-94bc-440b-b662-774715fd25ab,INITIAL,1,"Engine fire protection , When condition the Fault state occurred ?",2026-02-27 01:56:15.844714+00,Airbus A330 NEO,Airframe & Powerplant
3e86cd6f-351a-455f-bdd2-cd716fdd9dc5,INITIAL,1,How does the starter operate?,2026-02-23 02:21:51.177169+00,Airbus A330-Series,Airframe & Powerplant
3e946765-17f1-4354-a23a-ffbf08637393,INITIAL,1,Handling Bleed Valve (HBV) automatic operations are controlled by :,2026-02-23 02:46:51.482509+00,ATR72,Airframe & Powerplant
3e9f34f4-e9f8-49d1-9d06-6fb65d7dafa1,INITIAL,1,The total temperature probe:,2026-02-23 02:22:36.082386+00,B737-800 NG,Airframe & Powerplant
3eaec7ae-68b7-476b-8f89-69643cbd3f4a,INITIAL,1,How long should an AHRS initialization take while the aircraft is on ground ?,2026-02-23 02:48:38.374393+00,CRJ1000,Electric & Avionic
3eb2e2a9-028a-4345-8bd0-b70dccd18b41,INITIAL,1,If a high APU generator oll temperature detection occurs :,2026-02-23 02:21:52.219432+00,Airbus A330-Series,Airframe & Powerplant
3ed76394-6df8-4f18-97ca-db29f6b8fa77,INITIAL,1,"Regarding to the CASR part 145, certifying Personnel to approve an article for return to service. If employee by a certificated AMO located inside the Republic of Indonesia:",2026-02-23 02:49:02.132636+00,All Aircraft,REGULASI
3f3417e1-b610-4dec-b853-06e614ce9ad8,INITIAL,1,Commands from the Flight Control Computers (FCC) are received by :,2026-02-23 02:23:58.062954+00,CRJ1000,Airframe & Powerplant
3f52a5f7-d45d-4687-bd3a-3c472547bebd,INITIAL,1,What can you say about the parking brake is the PARKING BRAKE SET message is not displayed?,2026-02-23 02:23:32.76203+00,B777-300 ER,Airframe & Powerplant
3f539feb-1d3c-4b30-af8d-0c827357698e,INITIAL,1,Where is B777 Main wheel and nose wheel exchangeability change be found on?,2026-02-27 04:07:07.186784+00,B777-300 ER,Airframe & Powerplant
3f5525e9-bfaa-4eac-94f5-7dfd946bb705,INITIAL,1,Where can you find Non Correlated Maintenance Msg of PFCS?,2026-02-27 04:07:11.769409+00,B777-300 ER,Airframe & Powerplant
3f87cfa4-ad7b-4c10-84f9-b0cd7a78c6b4,INITIAL,1,"All aviation personnel must hold a license, obtained through education and training. This is stipulated in Aviation Law No. :",2026-02-23 02:24:15.047031+00,All Aircraft,REGULASI
3fac3f0b-289a-4a52-9c1e-443582855c55,INITIAL,1,what happens if both C1 and C2 DEMANDS pump selectors are positioned to ON?,2026-02-27 04:07:23.865216+00,B777-300 ER,Airframe & Powerplant
3fc9b0e9-58c2-4a0a-90c5-15581357aa80,INITIAL,1,How is the FREE FALL system operated?,2026-02-23 02:21:47.669311+00,Airbus A330-Series,Airframe & Powerplant
3fd071de-e656-4a5c-bec1-97a3d51098fb,INITIAL,1,"The two cowl halves ('C"" duct) are held together by six tension latches at the bottom. How to opened the latches.",2026-02-23 02:23:22.383491+00,B737-MAX,Electric & Avionic
3fff7c86-7891-4cb1-afea-efe034cc777e,INITIAL,1,What happens if one CID's - decoder/encoder unit ( DEU ) fails ?,2026-02-23 02:22:06.433129+00,Airbus A330-Series,Electric & Avionic
404111e1-deb7-4047-9824-2d768d99e740,INITIAL,1,The Operability bleed valve (OBV) is commanded open during engine start to unload the compressor. What air is bleed to the atmosphere?,2026-02-23 02:48:26.616589+00,CRJ1000,Airframe & Powerplant
4042ce1b-2a55-431b-b090-fd86ce4c968f,INITIAL,1,What is the function of the T/R interlock actuator on the ASM brake assembly?,2026-02-27 04:06:19.540287+00,B777-300 ER,Airframe & Powerplant
407d1c7b-6a54-4c8a-a4c2-f4067ab90af6,INITIAL,1,"In accordance with CASR Part 145.31, all metal construction of large aircraft is :",2026-02-23 02:49:08.28408+00,All Aircraft,REGULASI
40833fed-1bae-4077-ba8b-04b20baaf085,INITIAL,1,"To get A production Certificate, should have ?",2026-02-23 02:49:05.431135+00,All Aircraft,REGULASI
410722b1-4d08-4626-9d77-3aa4c2de9827,INITIAL,1,"Illumination of the avionics vent panel exhaust mode push-button OVBD light, causes the ground mechanic call horn to sound :",2026-02-23 02:47:02.565526+00,ATR72,Electric & Avionic
41287f43-682b-448f-85fd-18e96dc2eb44,INITIAL,1,The emergency air-driven generator (ADG) manual deploy hadle and ADG control panel are located on :,2026-02-23 02:24:02.518396+00,CRJ1000,Electric & Avionic
414e1c22-f6c6-4cfb-99a3-d03c4fe45f3e,INITIAL,1,How is the emergency locator transmitter (ELT) reset when it has been activated by the g-switch ?,2026-02-23 02:48:24.215675+00,CRJ1000,Airframe & Powerplant
41657ecc-3524-4367-96e3-0a22c3cc19e7,INITIAL,1,What is the step action has to be taken in case of FIRE while fueling or defueling operations ?,2026-02-23 02:24:35.036459+00,All Aircraft,REGULASI
416a6278-fd61-41a3-a28a-87bc1f5939e9,INITIAL,1,N3 indicated on ECAM from?,2026-02-27 02:16:17.03733+00,Airbus A330 NEO,Electric & Avionic
419d2ad5-434b-4c49-95e9-a1a74393eab6,INITIAL,1,Main aerodynamic station of HPC Inlet is:,2026-02-27 01:57:06.72698+00,Airbus A330 NEO,Airframe & Powerplant
41ade5df-13fb-4246-adfe-d68345886a85,INITIAL,1,What is indicated by an illuminated ENGINE CONTROL light?,2026-02-23 02:22:31.136692+00,B737-800 NG,Airframe & Powerplant
41cc9e91-ed99-4408-8e2c-8ef77120733d,INITIAL,1,"Concerning VHF Communication system, what is the correct statement?",2026-02-23 02:23:16.63467+00,B737-MAX,Electric & Avionic
42139eb6-5a0d-4d27-877c-2b4ac742e517,INITIAL,1,"With external A + B and APU generator connected, which power source supplies the essential bus ?",2026-02-27 02:16:20.038334+00,Airbus A330 NEO,Electric & Avionic
422fe769-0956-43b3-9b13-e7989d1cbcc6,INITIAL,1,"What is the Certificate issued from Boeing, when PK-GFL experience RH Lower Wing Skin Repair corrosion level 2 (located at Slat #7) the damage or defect is not covered in the MEL/ CDL (DDG) or appropriate manufacturer's manual?",2026-02-23 02:48:46.707702+00,All Aircraft,REGULASI
4233f6b6-e85b-4a90-a0a8-8da3a7a230a4,INITIAL,1,What is the Coniguration of the CFM LEAP Engine powering the B737 Max?,2026-02-23 02:23:08.805987+00,B737-MAX,Airframe & Powerplant
42346774-2f5b-4473-a0c4-9ff9c1c73bfa,INITIAL,1,Boost pump location is as follow,2026-02-23 02:22:35.461058+00,B737-800 NG,Airframe & Powerplant
42847dfd-f7d5-487c-8463-0f4fd50d6c46,INITIAL,1,Where is the air inlet door located ?,2026-02-23 02:48:25.74597+00,CRJ1000,Airframe & Powerplant
434be415-d309-41cb-b033-ffee2720753d,INITIAL,1,"When will the emergency exit door(s) locking solenoids be energized? ",2026-02-23 02:22:30.734602+00,B737-800 NG,Airframe & Powerplant
4382510b-58e4-45a1-b044-507ba9c0d6c3,INITIAL,1,"During manual operation of the out flow valve, which motor will move the out flow valve?",2026-02-23 02:23:41.293846+00,B777-300 ER,Electric & Avionic
4388a3d1-c74d-4fb2-915e-926e2e80d1da,INITIAL,1,How can a jammed rudder servo control be detected?,2026-02-23 02:21:43.918676+00,Airbus A330-Series,Airframe & Powerplant
438d489a-ca05-4892-bfd7-08d468917927,INITIAL,1,What is the purpose of the wheel to rudder interconnect system (WTRIS)?,2026-02-23 02:22:42.457258+00,B737-800 NG,Airframe & Powerplant
43919d29-cf55-4beb-996d-863c8d4312a0,INITIAL,1,Which one is Class 1 product deped on CASR part 23 ?,2026-02-23 02:24:31.604458+00,All Aircraft,REGULASI
43a7d104-cb3a-4032-b858-d10f152f7ac8,INITIAL,1,How do you record the ETOPS capability status in the Aircraft Maintenance Log Book ?,2026-02-23 02:24:19.072049+00,All Aircraft,REGULASI
43c2241b-86d9-44c9-bbd5-07982975d03f,INITIAL,1,Validity of a type rating A/C License :,2026-02-23 02:48:56.159648+00,All Aircraft,REGULASI
43d46449-0d13-4d37-9e50-5971b7f87ad6,INITIAL,1,"In the event of fuel spills, emergency shutdown procedures should be activated at once, all kind of fuel spills, regardless of size, must be regarded as a potential source of fire. The following specific action has to be taken except:",2026-02-23 02:24:34.635896+00,All Aircraft,REGULASI
43f45a8c-e48b-4314-9d85-5a56af9251df,INITIAL,1,What happens when the FLOW push button is depressed and HIGH illuminates?,2026-02-23 02:46:49.192243+00,ATR72,Airframe & Powerplant
44417802-0ab4-4c3f-8b8f-ae72bb91013a,INITIAL,1,An aircraft is not allowed to operate unless:,2026-02-23 02:48:41.394211+00,All Aircraft,REGULASI
44476359-fee3-4810-a853-c352092dae67,INITIAL,1,The L7 TELESCOPIC ROD can be latch or unlatch by open or closing the,2026-02-27 01:56:11.170325+00,Airbus A330 NEO,Airframe & Powerplant
4453418f-eff7-49d4-b2aa-b53cc98c72a4,INITIAL,1,How many bolts the engine CFM56-7B attach to engine mount.,2026-02-23 02:23:22.784691+00,B737-MAX,Electric & Avionic
4454bf6f-6358-4bbf-9ce3-0650dcee649d,INITIAL,1,The green AVAIL light in the DC PWR push button illuminates when :,2026-02-23 02:22:20.328813+00,ATR72,Electric & Avionic
445768e0-c37a-4021-98d0-a253b07ba82b,INITIAL,1,"What does it means if the "" COWL ANTI ICE "" light illuminate ?",2026-02-23 02:22:47.255595+00,B737-800 NG,Airframe & Powerplant
44600cf8-23a9-423f-84ab-74216c7d23e9,INITIAL,1,"According to CASR 145 Appendix B, Safety Management System ( SMS ) means :",2026-02-23 02:24:29.972872+00,All Aircraft,REGULASI
4486c189-2a44-4200-bec6-b17609379d94,INITIAL,1,"An aircraft to be considered airworthy if: ",2026-02-23 02:24:07.468607+00,All Aircraft,REGULASI
44990464-bd41-4edf-95bd-342750d937b8,INITIAL,1,Where are the air data system heater controller (ADSHC) located?,2026-02-23 02:24:05.682289+00,CRJ1000,Electric & Avionic
44b648dd-776e-436d-ba80-b6d895622d19,INITIAL,1,The electric power used for the pump/power pack of PDOS operation comes from :,2026-02-23 02:23:39.612938+00,B777-300 ER,Electric & Avionic
44b78962-af5c-41ea-91eb-f210ae31e8e2,INITIAL,1,When both motor control unit (MCU) channels fail in the horizontal stabilizer trim system,2026-02-23 02:48:26.223721+00,CRJ1000,Airframe & Powerplant
44c061e6-7f68-4582-afb1-1faf52f88fb2,INITIAL,1,What's the parameter quality of AC power monitored by EPMU,2026-02-23 02:48:28.305743+00,CRJ1000,Airframe & Powerplant
44e52a4a-4776-403d-b9ec-b3280e2fee28,INITIAL,1,Which one is Class 1 product deped on CASR part 23 ?,2026-02-23 02:49:05.629843+00,All Aircraft,REGULASI
44f76a41-2e01-4ebc-87ab-79801ee7ddff,INITIAL,1,FDR start as soon as :,2026-02-23 02:21:51.791579+00,Airbus A330-Series,Airframe & Powerplant
450d8898-3602-480d-9986-2744051f4c34,INITIAL,1,What is the function of Configuration Deviation List 9SDL) :,2026-02-23 02:24:31.783728+00,All Aircraft,REGULASI
450ed665-6c61-4941-9062-ebf3b6ca1a93,INITIAL,1,Which data is not supply by MMR to AIMS :,2026-02-27 04:10:59.862189+00,B777-300 ER,Electric & Avionic
45165cdb-525b-43ca-85df-8c778c92744f,INITIAL,1,Where location of differential pressure system ?,2026-02-27 02:16:15.730516+00,Airbus A330 NEO,Electric & Avionic
451a4d96-53f6-4e58-9d81-6d4e8da96498,INITIAL,1,What is the Overweight Landing in the Aircraft Maintenance means ?,2026-02-23 02:48:46.61773+00,All Aircraft,REGULASI
451fe3b1-110a-4670-a95f-b3cd92fe7c44,INITIAL,1,What the main function of EIVMU(ENG RR TRENT 7000) ?,2026-02-27 01:56:14.561746+00,Airbus A330 NEO,Airframe & Powerplant
452bded8-2e9a-4353-992e-a06961b1280e,INITIAL,1,Repair interval in the category D shall be repaired within :,2026-02-23 02:48:47.976969+00,All Aircraft,REGULASI
45403748-65a7-466d-b30b-c0ee64c09042,INITIAL,1,In which condition on both wing the two aileron and spoiler defect upward,2026-02-23 02:21:57.16734+00,Airbus A330-Series,Airframe & Powerplant
45429854-76c9-4593-9f43-0bc9cf56e035,INITIAL,1,"When all isolation Valve Switches are set in AUTO oand both engine is running and APU is on, what is the normal position of the these valves?",2026-02-23 02:23:34.569286+00,B777-300 ER,Airframe & Powerplant
45502c72-188d-4f3c-948d-9fc8e6cd19d6,INITIAL,1,What does the OXYGEN ON flag indicate?,2026-02-23 02:21:48.770193+00,Airbus A330-Series,Airframe & Powerplant
4555f9be-064b-4cb0-a96e-2fc9f25b03a4,INITIAL,1,"If engine shutdown during flight because of flameout is occurred, the certificate holder shall:",2026-02-23 02:48:58.232579+00,All Aircraft,REGULASI
4576e35f-0bab-4d65-928d-fa2ac8f2df9e,INITIAL,1,How many bottles for cargo,2026-02-23 02:48:33.093622+00,CRJ1000,Airframe & Powerplant
458bc55d-3606-4bc1-a010-89a6a0185e0b,INITIAL,1,How do you perform Bleed Air system leak check in the area downstream of Pressure Regulating Shut Off Valve (PRSOV) distribution of Engine CFM 56-7?,2026-02-23 02:23:24.625234+00,B737-MAX,Electric & Avionic
45a7642a-4d48-42e1-b92b-21757b6b7906,INITIAL,1,The high pressure turbine (HPT) active clearance control (ACC) valve,2026-02-27 04:07:19.805252+00,B777-300 ER,Airframe & Powerplant
45ab59b8-3310-4581-be1e-52b7f48b8136,INITIAL,1,"CASR part 147 prescribes the requirements for issuing AMTO certificates and associated ratings, and the general operating rules for holders of  those certificates and ratings. What is AMTO stand for?",2026-02-23 02:48:58.745426+00,All Aircraft,REGULASI
45ada173-b301-47fd-ba26-081610904613,INITIAL,1,"The main AC power sources supplies to the airplance,",2026-02-23 02:23:39.711819+00,B777-300 ER,Electric & Avionic
45c7a585-9fd6-425c-bf81-d2af37ea09f1,INITIAL,1,"We can access the EEC to recognize the engine S/N, Thrust Rating, eng Modifier also airplane model dash number (600/700/800) via CDU LSK:",2026-02-23 02:22:40.976082+00,B737-800 NG,Airframe & Powerplant
45cc5a90-59bb-410b-8673-32e8974afebd,INITIAL,1,"The rear mount transmits sideward forces to the strut and wing structures, also",2026-02-23 02:22:38.896895+00,B737-800 NG,Airframe & Powerplant
45de6dce-cce8-4af8-9bee-04fe4aa36c5f,INITIAL,1,The passenger oxygen system is chemical type drop out system which will deploy as follow ?,2026-02-23 02:22:48.169364+00,B737-800 NG,Airframe & Powerplant
45dea795-6c7a-4670-a8c9-c135454207ab,INITIAL,1,Limitation of aircraft maintenance every operator reference from:,2026-02-23 02:49:06.790257+00,All Aircraft,REGULASI
45df8f94-7856-47fb-9872-08fc48004307,INITIAL,1,When the avionics vent system extract fan should stop ?,2026-02-23 02:22:24.548596+00,ATR72,Electric & Avionic
45e8dcbd-22b3-4dd8-9cd6-857c1138c75f,INITIAL,1,When does the automatic changeover of the LGCIU's in control occur?,2026-02-23 02:21:48.217645+00,Airbus A330-Series,Airframe & Powerplant
46209bab-76ea-4152-bd83-c656eb5edf03,INITIAL,1,Supplying Software and Hardware to do the calculation for several avionic system is,2026-02-27 04:06:23.041736+00,B777-300 ER,Airframe & Powerplant
464f40c2-7c54-4428-addb-5a4d8ff814ee,INITIAL,1,What is the Part of the Engine has the function to transmit the propulsive thrust of thenCFM 56 -7 ?,2026-02-23 02:22:47.835888+00,B737-800 NG,Airframe & Powerplant
465c2cae-ff32-468a-99e0-c9330eb1ac87,INITIAL,1,During non-normal pack operation in flight deck and passenger cabin may be ventilated using :,2026-02-23 02:23:46.000084+00,CRJ1000,Airframe & Powerplant
4664e6bd-fcfa-4722-b6df-2ae417d48dc4,INITIAL,1,Which valve opens automatically during an engine start squence ?,2026-02-23 02:48:18.881963+00,CRJ1000,Airframe & Powerplant
468b9b0e-b4c8-4c37-b604-7d675e26401f,INITIAL,1,Where does the TCC (turbine cooling core) Engine R&R Trent 7000 position :,2026-02-27 01:56:06.773669+00,Airbus A330 NEO,Airframe & Powerplant
46bd744e-2e14-4932-87ef-0f0bd469f342,INITIAL,1,Where does a warning message appear ?,2026-02-23 02:22:02.358269+00,Airbus A330-Series,Electric & Avionic
46c2134b-61f5-4a05-a38d-03843fef4564,INITIAL,1,What haven flight control do you have when roll disc pulled?,2026-02-23 02:24:00.450157+00,CRJ1000,Airframe & Powerplant
46d1ac92-cc27-45f6-8fe6-8e29eb67fba8,INITIAL,1,"Requirement for the identification of aircraft, aircraft engines, and propellers that are made manufacture under the term of a type or production certificates are prescribes on:",2026-02-23 02:49:02.222948+00,All Aircraft,REGULASI
46e0a0a3-c5e0-4f24-b5c3-ec57bacbcffe,INITIAL,1,When does the discrepancies for ETOPS and Non ETOPS flight that have been rectified or deferred must be reported using Fax or SITA MAINTAVI to the Maintenance Control Center (MCC)?,2026-02-23 02:48:59.225277+00,All Aircraft,REGULASI
46ed22ac-c05d-4ee1-9e24-24352623e9a8,INITIAL,1,What is the indication when smoke is detected in the cargo compartment:,2026-02-23 02:22:35.06427+00,B737-800 NG,Airframe & Powerplant
470f4d41-4536-41ec-88af-b1894b4f5146,INITIAL,1,"The "" DUAL BLEED "" Light will be illuminate in case of :",2026-02-23 02:22:50.758902+00,B737-800 NG,Airframe & Powerplant
471181cb-1a29-44d9-8c95-a2b1644f370e,INITIAL,1,"When does the aircraft ""RVSM Validation Flight Required"" in the Manufacture recommendation to ensure RVSM approval integrity ?",2026-02-23 02:24:35.857304+00,All Aircraft,REGULASI
4713cd4b-116a-4b36-98c0-9fa379b37cc3,INITIAL,1,What is true concerning the APU ECU and the DMM (Data Memory Module)?,2026-02-23 02:22:51.290499+00,B737-800 NG,Airframe & Powerplant
4720f204-bafc-4f56-9c0f-392f267efe6f,INITIAL,1,Which the function as distribute power from the IDG to the AC buses?,2026-02-23 02:24:02.615539+00,CRJ1000,Electric & Avionic
47273572-3453-4ef0-8cc0-625776625b5f,INITIAL,1,How the is flaps asymmentry detected ?,2026-02-23 02:22:25.139426+00,ATR72,Electric & Avionic
473238a2-3c77-4c2f-a57b-f7bcfff1d1a0,INITIAL,1,"When using speed brake in light, where should the lever be place?",2026-02-23 02:23:05.94835+00,B737-MAX,Airframe & Powerplant
47815a13-7cd6-4c62-b4f7-176957f5738e,INITIAL,1,The taxi and take-off light are illuminated when :,2026-02-23 02:22:03.034715+00,Airbus A330-Series,Electric & Avionic
47985f03-e90c-4f55-9d1a-4d2cde102c40,INITIAL,1,What EFIS control selection provides TCAS overlay on the multifunction display (MFD) ?,2026-02-23 02:24:04.488302+00,CRJ1000,Electric & Avionic
47a68fc4-61a8-4a73-9031-d1d731064495,INITIAL,1,Required Inspection and appropriate personnel:,2026-02-23 02:24:29.877718+00,All Aircraft,REGULASI
47b06df6-a1df-46af-9451-da56120785a5,INITIAL,1,"When the aileron trim switch is moved from its detent position, it supplies :",2026-02-23 02:48:40.746455+00,CRJ1000,Electric & Avionic
47c494e2-5aba-4776-a2c5-d975c169987a,INITIAL,1,What is the hydraulic circuit depressurized after retraction :,2026-02-23 02:21:55.085053+00,Airbus A330-Series,Airframe & Powerplant
47e17eed-16e5-4974-bc51-2ae301509349,INITIAL,1,"RTU 1 displays the information from COM 1, NAV 1 and ADF 1. This relationship is termed :",2026-02-23 02:24:03.808731+00,CRJ1000,Electric & Avionic
47f4f631-e409-4813-a520-d580e59ad483,INITIAL,1,What is the potable water panel indication if the water level in the associated tank is almost empty ?,2026-02-23 02:23:49.517712+00,CRJ1000,Airframe & Powerplant
47fa4c94-0957-401d-a6ab-4e07a1a3ba2e,INITIAL,1,To maintain autopilot operation what conditions must exist ?,2026-02-23 02:23:45.374043+00,CRJ1000,Airframe & Powerplant
4808ea09-a338-4528-83de-0ad2a27942bd,INITIAL,1,How indexing both the N1 shaft and the N2 shaft.,2026-02-23 02:22:59.66866+00,B737-800 NG,Electric & Avionic
4820b805-92c9-49a4-8d0b-d9463b3c3a15,INITIAL,1,What is the primary function of auxiliary power unit (APU) ?,2026-02-23 02:48:25.56044+00,CRJ1000,Airframe & Powerplant
48259a75-fdbd-4b9e-98b4-9702681438ee,INITIAL,1,What fliht director information is shown on the flight mode announciator (FMA) ?,2026-02-23 02:48:38.149847+00,CRJ1000,Electric & Avionic
4828a262-dee5-4e5e-a006-cb35c5d37e5e,INITIAL,1,Who will responsible to develope of aircraft maintenance program ?,2026-02-23 02:24:11.108746+00,All Aircraft,REGULASI
4859c309-c4ae-4de7-b287-a34dabc8f90d,INITIAL,1,"When the aileron trim switch is moved from its detent position, it supplies :",2026-02-23 02:24:06.76999+00,CRJ1000,Electric & Avionic
485a9a20-d5a5-47d2-9617-e622b65fbb11,INITIAL,1,What is the purpose of the pack ?,2026-02-23 02:22:04.567653+00,Airbus A330-Series,Electric & Avionic
4865f7b1-abb4-4f17-972e-afaff6706a10,INITIAL,1,The aircraft is equipped with three AC generators providing an output :,2026-02-23 02:23:47.023527+00,CRJ1000,Airframe & Powerplant
4877e492-2135-4e12-83c2-ae08df13c8e4,INITIAL,1,When should the exhaust mode push-button be set on OVBD :,2026-02-23 02:47:02.464841+00,ATR72,Electric & Avionic
4894001d-d29b-4b4e-ace4-818f241960df,INITIAL,1,Thermal air for wing anti-icing is obtained from,2026-02-23 02:22:36.186914+00,B737-800 NG,Airframe & Powerplant
48a20279-326e-4782-9e3a-b91715fd8afe,INITIAL,1,"With various zone temperature selection, how is normaly out flow condition of Pack?",2026-02-23 02:23:01.06864+00,B737-800 NG,Electric & Avionic
48d409db-7cb2-4ab9-90a4-9e248e4eb390,INITIAL,1,Airworthiness Directive is,2026-02-23 02:24:09.218771+00,All Aircraft,REGULASI
48e04a26-bb9c-48bd-af5b-646093f896b8,INITIAL,1,Which one of component as mention bellow answers that have duty to regulate pressurized fuel to the fuel nozzle?,2026-02-23 02:23:09.931058+00,B737-MAX,Airframe & Powerplant
48fc5d55-d8de-41de-97c0-d91e364c03b4,INITIAL,1,What haven flight control do you have when roll disc pulled?,2026-02-23 02:48:34.956265+00,CRJ1000,Airframe & Powerplant
49267849-546c-482d-9e6c-6dda6c9591c3,INITIAL,1,What is the Master Minimum Equipment List (MMEL) ETOPS Restriction for the Lights -nCabin Interior Passenger Illumination limit Ref. EMPM B777-300ER?,2026-02-23 02:49:00.170303+00,All Aircraft,REGULASI
4935c3b5-377b-4f82-ac92-f3dda4065f08,INITIAL,1,"What is the Certificate has the information recorded: Nationality or common mark and registration mark, Manufacture and manufactures designation of aircraft, Aircraft serial number & Name and address of owner, Date of Validation and Date of issue?",2026-02-23 02:24:45.722656+00,All Aircraft,REGULASI
494c6b3d-b623-4c23-9d44-8a966868c9c2,INITIAL,1,It is recommended to record the position of the fan blade during replacement.The important thing during fan blade replacement are:,2026-02-23 02:23:23.367255+00,B737-MAX,Electric & Avionic
49750e1a-4c72-4644-963c-bc25d880ec69,INITIAL,1,The objective of the continuation training program is,2026-02-23 02:24:19.96193+00,All Aircraft,REGULASI
49776659-1d04-420d-b7b5-23f21a6e83a0,INITIAL,1,Thermal air for wing anti-icing is obtained from :,2026-02-23 02:22:56.391877+00,B737-800 NG,Electric & Avionic
49bdf457-9c87-4f25-b758-423ccc257caa,INITIAL,1,"Short Term Escalation is the reasons of operational and maintenance work loads, becomes necessary to extend the time interval shall not exceed as specified in the operations specifications :",2026-02-23 02:48:59.319822+00,All Aircraft,REGULASI
49cb6e84-9e9e-49db-8659-00cf744fca76,INITIAL,1,The DAU no. 2 is fail:,2026-02-23 02:22:36.376854+00,B737-800 NG,Airframe & Powerplant
4a0d3cb3-b0b7-4e3f-abf2-be5981a786d5,INITIAL,1,What is the function of the winglets,2026-02-23 02:48:30.354666+00,CRJ1000,Airframe & Powerplant
